eaAreaName,easting,gridReference,label,lat,long,measures_label,measure_value,measure_date_time,measure_date,measures_notation,measures_parameter,measures_parameterName,measures_period,measures_qualifier,measures_valueType,stationReference,northing
Thames - West Thames,485350,,Binfield,51.433827,-0.773574,,,,,,,,,,,2620TH,171250
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,349960,SO4996059714,Leominster Upper Marsh,52.233327,-2.73412,Leominster Upper Marsh LVL - level-stage-i-15_min-mASD,0.472,2023-08-09T21:30:00Z,2023-08-09,2532-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2532,259714
Anglian - Lincolnshire and Northamptonshire,531700,,Fosdyke Bridge,52.872053,-0.044732,FOSDYKE BRIDGE TS - level-tidal_level-i-15_min-mASD,-0.27,2023-08-09T20:30:00Z,2023-08-09,E2080-level-tidal_level-i-15_min-mASD,level,Water Level,900,Tidal Level,instantaneous,E2080,332300
North East - Yorkshire,427303,SE2730331552,Wortley,53.779574,-1.587145,Wortley - level-stage-i-15_min-m,0.103,2023-08-09T21:30:00Z,2023-08-09,L17032-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L17032,431552
,,SU2577,Water Acre OBH,,,Water Acre OBH - level-groundwater-i-1_h-mAOD,133.744,2023-08-09T07:00:00Z,2023-08-09,SU27_119-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU27_119,
North West - Cumbria and Lancashire,349840,,Croston,53.655882,-2.760429,Croston - level-stage-i-15_min-m,0.302,2023-08-09T21:30:00Z,2023-08-09,700408-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,700408,417980
Thames - Kent and South London,521990,,Barnes,51.47009,-0.245065,Beverley Brook at Barnes - level-stage-i-15_min-mASD,1.363,2023-08-09T21:30:00Z,2023-08-09,4091TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4091TH,176030
,489839,NZ 89839 11403,Whitby,54.49,-0.61461,Whitby - level-tidal_level-Mean-15_min-m,4.669,2023-08-09T21:30:00Z,2023-08-09,E71024-level-tidal_level-Mean-15_min-m,level,Water Level,900,Tidal Level,mean,E71024,511403
Anglian - Lincolnshire and Northamptonshire,519959,TA 1996 1638,Immingham,53.63018,-0.18742,Immingham - level-tidal_level-Mean-15_min-mAOD,0.579,2023-08-09T21:30:00Z,2023-08-09,E71139-level-tidal_level-Mean-15_min-mAOD,level,Water Level,900,Tidal Level,mean,E71139,416378
,484238,SE8423824156,Blacktoft TL,53.707031,-0.725316,Blacktoft TL - level-stage-i-15_min-mASD,-0.222,2023-08-09T21:30:00Z,2023-08-09,4088-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4088,424156
Anglian - Lincolnshire and Northamptonshire,549100,,West Lighthouse,52.808232,0.210573,WEST LIGHTHOUSE TS GUYS HEAD - level-tidal_level-i-15_min-mAOD,0.027,2023-08-09T15:45:00Z,2023-08-09,E2085-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,E2085,325700
Thames - West Thames,444850,,Cassington Weir B,51.786053,-1.351198,RIVER EVENLODE AT CASSINGTON - level-stage-i-15_min-mASD,0.253,2023-08-09T21:30:00Z,2023-08-09,1290_w2TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,1290_w2TH,209910
,450450,SZ504881,SHIDE GS,50.690818,-1.287138,SHIDE GS - flow--i-15_min-m3_s,0.16,2023-08-09T21:30:00Z,2023-08-09,E14563-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E14563,88150
Southern - Kent and South London,539400,,Lingfield Eden Brook,51.171954,-0.007351,,,,,,,,,,,E1162,143300
,,SD4944,Byerworth Bridge T14,,,Byerworth Bridge T14 - level-groundwater-i-1_h-m,8.29,2023-08-09T05:00:00Z,2023-08-09,SD44_13-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD44_13,
Midlands - Derbyshire Nottinghamshire and Leicestershire,437520,,Wingfield Park,53.072731,-1.441438,,,,,,,,,,,4048,352980
Anglian - Lincolnshire and Northamptonshire,528000,,Surfleet Sluice,52.845991,-0.100848,SURFLEET SLUICE - level-stage-i-15_min-mASD,0.761,2023-08-09T06:00:00Z,2023-08-09,E2043-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E2043,329300
Thames - West Thames,466778,,Mapledurham Lock,51.486033,-1.039654,,,,,,,,,,,2199TH,176780
,567050,TQ670480,BRANBRIDGES RL,51.207227,0.390032,BRANBRIDGES RL - level-stage-i-15_min-mAOD,12.754,2023-08-09T21:30:00Z,2023-08-09,E700-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E700,148050
Southern - Kent and South London,618274,TR1827459911,Fordwich River Level,51.296461,1.129525,FORDWICH RL - level-stage-i-15_min-mAOD,2.158,2023-08-09T21:30:00Z,2023-08-09,E3826-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E3826,159911
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,364050,,Crudgington,52.754258,-2.534083,,,,,,,,,,,2170,317540
Anglian - Lincolnshire and Northamptonshire,507610,TF0761351306,Ruskington Beck,53.048222,-0.396166,,,,,,,,,,,E47251,351310
,340941,ST4094127592,MONKS LEAZE,51.044626,-2.84382,MONKS LEAZE - level-downstage-i-15_min-mAOD,4.207,2023-08-09T21:30:00Z,2023-08-09,52234-level-downstage-i-15_min-mAOD,level,Water Level,900,Downstream Stage,instantaneous,52234,127592
,533672,TF3367286486,LOUTH KENWICK ROAD GS,53.358347,0.007095,LOUTH KENWICK ROAD GS - level-stage-i-15_min-mAOD,30.331,2023-08-09T18:45:00Z,2023-08-09,E46462-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E46462,386486
North East - Yorkshire,536934,TA3693418352,Skeffling Pumping Station,53.643751,0.069975,Skeffling PS - level-stage-i-15_min-mAOD,0.767,2023-08-09T21:30:00Z,2023-08-09,L3350-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L3350,418352
North East - Northumberland Durham and Tees,398600,NY9859864468,Corbridge,54.974805,-2.023395,Corbridge - level-stage-i-15_min-m,0.431,2023-08-09T21:30:00Z,2023-08-09,023021-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,023021,564468
,412450,NZ124483,Rainfall station,54.829815,-1.807716,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,023839-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,023839,548350
,,SD2909,Formby Golf Course,,,Formby Golf Course - level-groundwater-i-1_h-m,1.78,2023-08-09T05:00:00Z,2023-08-09,SD20_21-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD20_21,
,589576,TL8957679041,EUSTON RECTORY GS,52.376585,0.783672,EUSTON RECTORY GS - level-stage-i-15_min-m,0.053,2023-08-09T06:00:00Z,2023-08-09,E21103-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E21103,279041
,533650,TL336578,Rainfall station,52.202674,-0.045714,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:30:00Z,2023-08-09,E22244-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E22244,257850
,504250,TF042026,Rainfall station,52.611622,-0.461792,rainfall-tipping_bucket_raingauge-t-1_h-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,E5726-rainfall-tipping_bucket_raingauge-t-1_h-mm,rainfall,Rainfall,3600,Tipping Bucket Raingauge,total,E5726,302650
,321070,ST2107046320,SWANTEL SYSTEM EXETER,51.210605,-3.131326,SWANTEL SYSTEM EXETER - level-tidal_level-i-15_min-mAOD,-0.115,2023-08-09T21:00:00Z,2023-08-09,52106-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,52106,146320
North East - Yorkshire,436030,SK3603494119,Ecclesfield Morrisons,53.442704,-1.459031,Ecclesfield Morrisons - level-stage-i-15_min-m,0.035,2023-08-09T21:30:00Z,2023-08-09,L06601-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L06601,394130
,333150,SD331462,Rainfall station,53.908061,-3.019063,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,577417-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,577417,446250
,481781,SU8178164907,The Brambles Bridge,51.377331,-0.826364,The Brambles Bridge - level-stage-i-15_min-mASD,0.203,2023-08-09T10:00:00Z,2023-08-09,2434TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2434TH,164907
Anglian - Essex Norfolk and Suffolk,633527,TM 33527 74472,Huntingfield,52.318638,1.425054,HUNTINGFIELD - level-stage-i-15_min-mASD,1.185,2023-08-09T21:30:00Z,2023-08-09,E24819-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E24819,274473
Southern - Kent and South London,619600,,Bekesbourne,51.258144,1.145929,BEKESBOURNE RL - level-stage-i-15_min-mASD,0.717,2023-08-09T21:30:00Z,2023-08-09,E4060-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E4060,155700
,454350,SK543536,Rainfall station,53.07731,-1.190151,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3775-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3775,353650
Thames - Hertfordshre and North London,535990,TL3599017444,Wadesmill,51.839044,-0.027533,RIVER RIB AT WADESMILL - level-stage-i-15_min-mASD,0.208,2023-08-09T21:15:00Z,2023-08-09,4980TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4980TH,217444
South West - Wessex,380550,,Gillingham Le Neubourg Way,51.037252,-2.278768,GILLINGHAM LE NEUBOURG WAY - level-stage-i-15_min-m,0.39,2023-08-09T16:15:00Z,2023-08-09,43226-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,43226,126470
North West - Greater Manchester Merseyside and Cheshire,384900,,London Road,53.474178,-2.228957,London Road - level-stage-i-15_min-m,0.105,2023-08-09T21:30:00Z,2023-08-09,690713-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,690713,397520
Anglian - Cambridgeshire and Bedfordshire,572600,TL 72600 73800,Barton Mills Sluice,52.335121,0.531859,BARTON MILLS SLUICE AUTOMATION WITS - level-stage-i-15_min-mASD,0.237,2023-08-09T21:30:00Z,2023-08-09,E60201-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E60201,273800
,,SJ5320,Painsbrook ABH,,,Painsbrook ABH - level-groundwater-i-1_h-mBDAT,6.61,2023-08-09T21:00:00Z,2023-08-09,2896-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,2896,
South West - Devon and Cornwall,291950,,Higher Brixham Horsepool Street,50.38654,-3.521221,HIGHER BRIXHAM HORSEPOOL STREET - level-stage-i-15_min-m,0.045,2023-08-09T21:00:00Z,2023-08-09,E84149-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E84149,55179
,350750,NY507159,Rainfall station,54.536396,-2.762648,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T15:00:00Z,2023-08-09,601304-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,601304,515950
South West - Devon and Cornwall,307512,,Budleigh South Farm Road White Bridge,50.639603,-3.309296,BUDLEIGH SOUTH FARM ROAD WHITE BRIDGE - level-stage-i-15_min-m,1.093,2023-08-09T18:00:00Z,2023-08-09,E84429-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E84429,83031
,532050,TF320865,Rainfall station,53.359329,-0.017234,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T10:30:00Z,2023-08-09,E7105-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E7105,386550
North West - Cumbria and Lancashire,341680,NY4168055790,"Botcherby Bridge, Carlisle",54.89341,-2.910796,Botcherby Bridge - level-stage-i-15_min-m,0.501,2023-08-09T21:30:00Z,2023-08-09,764070-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,764070,555790
,395417,NJ 95417 05913,Aberdeen,57.14406,-2.07736,Aberdeen - level-tidal_level-Mean-15_min-m,3.196,2023-08-09T21:30:00Z,2023-08-09,E70724-level-tidal_level-Mean-15_min-m,level,Water Level,900,Tidal Level,mean,E70724,805913
Southern - Solent and South Downs,457463,SU5746332538,Drove Lane 1.5,51.089282,-1.180897,DROVE LANE SIDE GS - level-stage-i-15_min-mASD,0.399,2023-08-09T21:30:00Z,2023-08-09,E12791-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E12791,132538
,501650,TQ016259,Rainfall station,51.023941,-0.551999,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E10140-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E10140,125950
North West - Cumbria and Lancashire,379360,,Padiham Town Centre,53.800228,-2.314843,Padiham Town Centre - level-stage-i-15_min-m,0.332,2023-08-09T21:30:00Z,2023-08-09,712223-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,712223,433817
North East - Yorkshire,436556,,Chesterfield Ashgate,53.242734,-1.453673,Chesterfield Ashgate - level-stage-i-15_min-m,0.091,2023-08-09T21:30:00Z,2023-08-09,L02203-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L02203,371886
,430850,SE308423,Rainfall station,53.876425,-1.532241,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,063518-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,063518,442350
,515249,TQ1524961170,Princes Drive FWS,51.337943,-0.346895,Princes Drive FWS - level-stage-i-15_min-mAOD,34.081,2023-08-09T21:30:00Z,2023-08-09,2851SO-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,2851SO,161170
,438050,SK380598,Rainfall station,53.134445,-1.432716,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3441-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3441,359850
North East - Yorkshire,423929,,Catterick Village,54.374943,-1.633138,,,,,,,,,,,L2361,497779
,,SU3178,Faarn Combe OBH,,,Faarn Combe OBH - level-groundwater-i-1_h-mAOD,126.355,2023-08-09T07:00:00Z,2023-08-09,SU37_59B-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU37_59B,
Southern - Solent and South Downs,474061,SU7406123779,Winchester Road,51.008633,-0.945733,Winchester Road Petersfield RL - level-stage-i-15_min-mAOD,64.667,2023-08-09T21:30:00Z,2023-08-09,2440SO-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,2440SO,123779
South West - Devon and Cornwall,189264,,Ladock,50.321143,-4.961751,LADOCK - level-stage-i-15_min-m,0.009,2023-08-09T16:00:00Z,2023-08-09,48116-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,48116,50997
,637050,TR370677,Rainfall station,51.359322,1.403568,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E4850-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E4850,167750
,525640,TF2564015240,FOUR MILE BAR GS COWBIT,52.720221,-0.141261,FOUR MILE BAR GS COWBIT - level-stage-i-15_min-mAOD,3.255,2023-08-09T05:15:00Z,2023-08-09,E4418-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E4418,315240
Anglian - Essex Norfolk and Suffolk,602063,TM 02064 34446,Langham,51.971749,0.940326,LANGHAM FGS AND RAINGAUGE - level-stage-i-15_min-m,0.433,2023-08-09T04:30:00Z,2023-08-09,E22678-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E22678,234448
South West - Devon and Cornwall,201964,,Pentewan,50.292259,-4.781629,PENTEWAN - level-downstage-i-15_min-m,1.164,2023-08-09T16:00:00Z,2023-08-09,48145-level-downstage-i-15_min-m,level,Water Level,900,Downstream Stage,instantaneous,48145,47291
North West - Cumbria and Lancashire,385410,,Reedyford,53.84567,-2.22323,Reedyford - level-stage-i-15_min-m,0.405,2023-08-09T21:30:00Z,2023-08-09,712153-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,712153,438850
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,325230,,Llanyblodwel,52.794313,-3.110292,Llanyblodwel LVL - level-stage-i-15_min-mASD,0.362,2023-08-09T21:30:00Z,2023-08-09,2038-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2038,322440
,,SJ5221,Hardwicke ABH,,,Hardwicke ABH - level-groundwater-i-1_h-mBDAT,10.26,2023-08-09T21:00:00Z,2023-08-09,2876B-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,2876B,
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,385049,,Merrywalks,51.746918,-2.217953,,,,,,,,,,,2206,205381
,545111,TQ 45111 00040,Newhaven,50.78178,0.05703,Newhaven - level-tidal_level-Mean-15_min-m,2.719,2023-08-09T21:30:00Z,2023-08-09,E71724-level-tidal_level-Mean-15_min-m,level,Water Level,900,Tidal Level,mean,E71724,100040
,443089,SU4308921410,Valley Road RL,50.99048,-1.387439,Valley Road RL - level-stage-i-15_min-mASD,0.09,2023-08-09T21:30:00Z,2023-08-09,9450SE-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,9450SE,121410
,,SP0302,HARES BUSHES OBH,,,HARES BUSHES OBH - level-groundwater-i-1_h-mAOD,103.672,2023-08-09T06:00:00Z,2023-08-09,SP00_144-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SP00_144,
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,378036,SJ7803604671,Cosford River,52.639325,-2.326002,Cosford Ww RAIN - level-stage-i-15_min-mASD,0.073,2023-08-09T18:00:00Z,2023-08-09,2046-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2046,304671
North West - Cumbria and Lancashire,331368,NY3136824731,Riddings Wood,54.613035,-3.064196,Riddings Wood - level-stage-i-15_min-m,1.15,2023-08-09T21:30:00Z,2023-08-09,750801-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,750801,524731
,235750,SX357744,Rainfall station,50.546683,-4.319646,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:15:00Z,2023-08-09,47170-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,47170,74450
Midlands - Staffordshire Warwickshire and West Midlands,408640,,Broom,52.180399,-1.87505,Broom LVL - level-stage-i-15_min-mASD,0.164,2023-08-09T21:30:00Z,2023-08-09,2104-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2104,253580
South West - Devon and Cornwall,243218,,Kenwith Castle,51.023856,-4.236897,KENWITH CASTLE - level-stage-i-15_min-m,0.316,2023-08-09T21:00:00Z,2023-08-09,50193-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,50193,127325
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,339346,SO3934678585,Clungunford,52.401891,-2.892925,Clungunford LVL - level-stage-i-15_min-mASD,0.123,2023-08-09T21:30:00Z,2023-08-09,2056-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2056,278585
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,380380,,Bransford,52.177055,-2.28833,Bransford LVL - level-stage-i-15_min-mASD,0.514,2023-08-09T21:30:00Z,2023-08-09,2086-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2086,253240
Anglian - Lincolnshire and Northamptonshire,506600,,Langworth,53.275665,-0.402812,LANGWORTH BRIDGE GS - level-stage-i-15_min-m,0.226,2023-08-09T06:00:00Z,2023-08-09,E1746-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E1746,376600
North East - Yorkshire,400605,SE0060544368,Sutton in Craven,53.895472,-1.992271,Sutton In Craven - level-stage-i-15_min-m,-0.004,2023-08-09T21:30:00Z,2023-08-09,L1526-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L1526,444368
Anglian - Essex Norfolk and Suffolk,567000,TL 67095 19364,Felsted,51.847313,0.423072,FELSTED FGS - level-stage-i-15_min-m,0.162,2023-08-09T04:30:00Z,2023-08-09,E22862-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E22862,219300
,623800,TM2380060200,BRANDESTON GS,52.194578,1.273138,BRANDESTON GS - level-stage-i-15_min-mAOD,18.747,2023-08-09T20:00:00Z,2023-08-09,E21397-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E21397,260200
,,SE9439,Newbald Lodge,,,Newbald Lodge - level-groundwater-i-15_min-mAOD,33.077,2023-08-09T18:00:00Z,2023-08-09,SE93NBLLCC-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,SE93NBLLCC,
North East - Yorkshire,457935,SE5793553903,Rawcliffe,53.977937,-1.118128,Rawcliffe - level-stage-i-15_min-m,0.489,2023-08-09T21:15:00Z,2023-08-09,L2462-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L2462,453903
Thames - West Thames,470350,,Thame Bridge,51.753138,-0.982253,,,,,,,,,,,1961TH,206540
,382650,SD826043,Rainfall station,53.535499,-2.263235,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:40Z,2023-08-09,562992_-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,562992_,404350
,541833,TQ4183345491,Haxted Mill RL,51.191045,0.028292,Haxted Mill RL - level-stage-i-15_min-mAOD,44.039,2023-08-09T21:30:00Z,2023-08-09,E1120-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1120,145491
,618200,TG1820008200,COLNEY FGS,52.627666,1.222621,COLNEY FGS - level-stage-i-15_min-m,0.295,2023-08-09T04:30:00Z,2023-08-09,E23073-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E23073,308200
,525383,TF2538363912,HALTHAM BECK WITS,53.157573,-0.126265,HALTHAM BECK WITS - level-stage-i-15_min-mAOD,0.284,2023-08-09T21:30:00Z,2023-08-09,E4910-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E4910,363912
Anglian - Cambridgeshire and Bedfordshire,509200,TL 0920 5090,Castle Mill,52.145596,-0.405558,CASTLE MILLS SLUICE GSM BEDFORD OLD - level-stage-i-15_min-mASD,0.186,2023-08-09T21:30:00Z,2023-08-09,E21034-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E21034,250900
,475950,SK759541,Rainfall station,53.079174,-0.867665,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3603-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3603,354150
North East - Yorkshire,438744,SK387715,Chesterfield Tapton Bridge,53.239901,-1.420925,Chesterfield Tapton Bridge - level-stage-i-15_min-m,0.15,2023-08-09T21:30:00Z,2023-08-09,L0204-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L0204,371588
Anglian - Lincolnshire and Northamptonshire,539680,,Toynton Fenside,53.144479,0.086945,TOYNTON FENSIDE WITS - level-stage-i-15_min-mASD,0.756,2023-08-09T21:30:00Z,2023-08-09,E5320-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E5320,362850
,293288,SX9328873187,TEIGNMOUTH FIRST AVENUE,50.548675,-3.507548,TEIGNMOUTH FIRST AVENUE - level-stage-i-15_min-mAOD,0.0,2023-08-09T21:30:00Z,2023-08-09,E83223-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E83223,73187
Southern - Kent and South London,555200,,Hawley,51.423959,0.230865,HAWLEY GS - level-stage-i-15_min-mASD,0.097,2023-08-09T21:30:00Z,2023-08-09,E15250-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E15250,171800
Thames - Kent and South London,526040,,Gatwick Airport,51.144764,-0.19953,,,,,,,,,,,3210TH,139930
,527184,TL2718499319,DOG IN A DOUBLET SLUICE AUTOMATION,52.576813,-0.124546,DOG IN A DOUBLET SLUICE AUTOMATION - level-stage-i-15_min-mAOD,2.982,2023-08-09T20:45:00Z,2023-08-09,E1959-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1959,299319
,331350,NY313195,Rainfall station,54.56648,-3.063261,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,592860-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,592860,519550
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,340430,,Leintwardine,52.359087,-2.876144,Leintwardine LVL - level-stage-i-15_min-mASD,0.343,2023-08-09T21:30:00Z,2023-08-09,2132-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2132,273810
,,SJ4459,Lea Newbold,,,Lea Newbold - level-groundwater-i-1_h-m,4.557,2023-08-09T06:00:00Z,2023-08-09,SJ45_143-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SJ45_143,
Thames - Kent and South London,543400,,Gosshill Road,51.403702,0.060218,,,,,,,,,,,4381TH,169200
,,NY0502,Brown Bank Layby,,,Brown Bank Layby - level-groundwater-i-1_h-m,5.315,2023-08-09T05:00:00Z,2023-08-09,NY00_328-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,NY00_328,
,568782,TQ6878247074,Darman Bridge,51.19795,0.414345,Darman Bridge - level-stage-i-15_min-mAOD,11.873,2023-08-09T21:30:00Z,2023-08-09,E1920-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1920,147074
,,SD4105,Moor Hall,,,Moor Hall - level-groundwater-i-1_h-m,16.001,2023-08-09T07:00:00Z,2023-08-09,SD40_137-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD40_137,
,553439,TQ5343990222,Ferguson Avenue RL,51.589955,0.213566,Ferguson Avenue RL - level-stage-i-15_min-mASD,0.032,2023-08-09T10:00:00Z,2023-08-09,5521TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,5521TH,190222
North East - Yorkshire,459400,,Naburn Lock,53.89327,-1.097619,,,,,,,,,,,L2402,444500
Midlands - Staffordshire Warwickshire and West Midlands,421250,,Castle Farm,52.496238,-1.688419,Castle Farm LVL - level-stage-i-15_min-mASD,0.924,2023-08-09T21:30:00Z,2023-08-09,4094-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4094,288750
